node1	node2	edge_score	
DB01833	NOS3	1.0	
NOS3	AKT1	0.8562741409491146
AKT1	rs2494752	0.8477113995396234
NOS3	ZDHHC21	0.7872074365980737
NOS3	HSP90AA1	0.8587066675020134
NOS3	rs2070744	0.99
AKT1	rs2494732	0.8477113995396234
NOS3	NOSTRIN	0.8444291205724859
AKT1	rs1130214	0.8477113995396234
NOS3	CALM3	0.862046813051915
AKT1	rs3803300	0.8477113995396234
NOS3		1
NOS3	CAV1	0.8575154940321221
NOS3	rs1799983	0.99
Malignant neoplasm of colon stage IV	AKT1	1.0	
Malignant neoplasm of colon stage IV	CAV1	1.0	
Malignant neoplasm of colon stage IV	HSP90AA1	1.0	
Endothelial dysfunction	AKT1	1.0	
Endothelial dysfunction	CAV1	1.0	
Endothelial dysfunction	HSP90AA1	1.0	
Endothelial dysfunction	NOS3	1.0	
Primary pulmonary hypertension	AKT1	1.0	
Primary pulmonary hypertension	CAV1	1.0	
Primary pulmonary hypertension	HSP90AA1	1.0	
Primary pulmonary hypertension	NOS3	1.0	
Hepatopulmonary Syndrome	AKT1	1.0	
Hepatopulmonary Syndrome	CAV1	1.0	
Hepatopulmonary Syndrome	NOS3	1.0	
Anemia, Sickle Cell	AKT1	1.0	
Anemia, Sickle Cell	CALM3	1.0	
Anemia, Sickle Cell	HSP90AA1	1.0	
Anemia, Sickle Cell	NOS3	1.0	
Chronic atrial fibrillation	CALM3	1.0	
Chronic atrial fibrillation	NOS3	1.0	
Hepatic cancer metastatic	AKT1	1.0	
Hepatic cancer metastatic	CALM3	1.0	
Hepatic cancer metastatic	CAV1	1.0	
Hepatic cancer metastatic	HSP90AA1	1.0	
Hepatic cancer metastatic	NOS3	1.0	
Pulmonary arterial hypertension	AKT1	1.0	
Pulmonary arterial hypertension	CAV1	1.0	
Pulmonary arterial hypertension	HSP90AA1	1.0	
Pulmonary arterial hypertension	NOS3	1.0	
Abnormality of subcutaneous fat tissue	AKT1	1.0	
Abnormality of subcutaneous fat tissue	CAV1	1.0	
Liposarcoma	AKT1	1.0	
Liposarcoma	CAV1	1.0	
Liposarcoma	HSP90AA1	1.0	
Bladder neck obstruction	AKT1	1.0	
Bladder neck obstruction	NOS3	1.0	
Insulin Resistance	AKT1	1.0	
Insulin Resistance	CAV1	1.0	
Insulin Resistance	HSP90AA1	1.0	
Insulin Resistance	NOS3	1.0	
Pulmonary hypertension, neonatal, susceptibility to	AKT1	1.0	
Pulmonary hypertension, neonatal, susceptibility to	CALM3	1.0	
Pulmonary hypertension, neonatal, susceptibility to	CAV1	1.0	
Pulmonary hypertension, neonatal, susceptibility to	NOS3	1.0	
Ventricular Fibrillation Adverse Event	CALM3	1.0	
Ventricular Fibrillation Adverse Event	CAV1	1.0	
Ventricular Fibrillation Adverse Event	NOS3	1.0	
Hypothyroidism	AKT1	1.0	
Hypothyroidism	CALM3	1.0	
Hypothyroidism	CAV1	1.0	
Hypothyroidism	NOS3	1.0	
Prostate Cancer, Hereditary, 7	AKT1	1.0	
Prostate Cancer, Hereditary, 7	CAV1	1.0	
Mucosal telangiectasiae	AKT1	1.0	
Mucosal telangiectasiae	CAV1	1.0	
Malignant neoplasm of kidney	AKT1	1.0	
Malignant neoplasm of kidney	CALM3	1.0	
Malignant neoplasm of kidney	CAV1	1.0	
Malignant neoplasm of kidney	HSP90AA1	1.0	
Ventricular tachycardia, catecholaminergic polymorphic, 2	CALM3	1.0	
Ventricular tachycardia, catecholaminergic polymorphic, 2	NOS3	1.0	
Bile duct cancer resectable	AKT1	1.0	
Bile duct cancer resectable	HSP90AA1	1.0	
Papillary thyroid carcinoma	AKT1	1.0	
Papillary thyroid carcinoma	CALM3	1.0	
Papillary thyroid carcinoma	HSP90AA1	1.0	
Papillary thyroid carcinoma	NOS3	1.0	
Meningioma	AKT1	1.0	
Meningioma	CALM3	1.0	
Meningioma	CAV1	1.0	
Meningioma	NOS3	1.0	
Glaucoma, Angle-Closure	AKT1	1.0	
Glaucoma, Angle-Closure	CAV1	1.0	
Glaucoma, Angle-Closure	HSP90AA1	1.0	
Glaucoma, Angle-Closure	NOS3	1.0	
Medullary thyroid carcinoma	AKT1	1.0	
Medullary thyroid carcinoma	CALM3	1.0	
Medullary thyroid carcinoma	HSP90AA1	1.0	
Hepatitis, Alcoholic	CAV1	1.0	
Hepatitis, Alcoholic	NOSTRIN	1.0	
Polycystic Ovary Syndrome	AKT1	1.0	
Polycystic Ovary Syndrome	CAV1	1.0	
Polycystic Ovary Syndrome	HSP90AA1	1.0	
Polycystic Ovary Syndrome	NOS3	1.0	
Myxoid liposarcoma	AKT1	1.0	
Myxoid liposarcoma	HSP90AA1	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	AKT1	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	CALM3	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	CAV1	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	HSP90AA1	1.0	
Henoch-Schoenlein Purpura	HSP90AA1	1.0	
Henoch-Schoenlein Purpura	NOS3	1.0	
Channelopathies	CALM3	1.0	
Channelopathies	CAV1	1.0	
Cowden syndrome 1	AKT1	1.0	
Cowden syndrome 1	CAV1	1.0	
Craniosynostoses	AKT1	1.0	
Craniosynostoses	CAV1	1.0	
Craniosynostoses	NOS3	1.0	
Ductal Carcinoma	AKT1	1.0	
Ductal Carcinoma	CAV1	1.0	
Ductal Carcinoma	NOS3	1.0	
Metastatic Prostate Carcinoma	AKT1	1.0	
Metastatic Prostate Carcinoma	CAV1	1.0	
Metastatic Prostate Carcinoma	HSP90AA1	1.0	
Tardive Dyskinesia	AKT1	1.0	
Tardive Dyskinesia	NOS3	1.0	
Lipoma	AKT1	1.0	
Lipoma	CAV1	1.0	
Limb ischemia	AKT1	1.0	
Limb ischemia	NOS3	1.0	
Depressive Disorder	AKT1	1.0	
Depressive Disorder	CALM3	1.0	
Depressive Disorder	HSP90AA1	1.0	
Depressive Disorder	NOS3	1.0	
Xenograft Model	AKT1	1.0	
