node1	node2	edge_score	
DB01997	NOS1	1.0	
DB01997	NOS3	1.0	
DB01997	NOS2	1.0	
NOS1		1
NOS3	AKT1	0.8562741409491146
AKT1	rs2494752	0.8477113995396234
NOS3	ZDHHC21	0.7872074365980737
NOS3	HSP90AA1	0.8587066675020134
NOS3	rs2070744	0.99
AKT1	rs2494732	0.8477113995396234
NOS3	NOSTRIN	0.8444291205724859
AKT1	rs1130214	0.8477113995396234
NOS3	CALM3	0.862046813051915
AKT1	rs3803300	0.8477113995396234
NOS3		1
NOS3	CAV1	0.8575154940321221
NOS3	rs1799983	0.99
NOS2		1
Pulmonary hypertension, neonatal, susceptibility to	AKT1	1.0	
Pulmonary hypertension, neonatal, susceptibility to	CALM3	1.0	
Pulmonary hypertension, neonatal, susceptibility to	CAV1	1.0	
Pulmonary hypertension, neonatal, susceptibility to	NOS1	1.0	
Pulmonary hypertension, neonatal, susceptibility to	NOS2	1.0	
Pulmonary hypertension, neonatal, susceptibility to	NOS3	1.0	
Endothelial dysfunction	AKT1	1.0	
Endothelial dysfunction	CAV1	1.0	
Endothelial dysfunction	HSP90AA1	1.0	
Endothelial dysfunction	NOS2	1.0	
Endothelial dysfunction	NOS3	1.0	
Primary pulmonary hypertension	AKT1	1.0	
Primary pulmonary hypertension	CAV1	1.0	
Primary pulmonary hypertension	HSP90AA1	1.0	
Primary pulmonary hypertension	NOS2	1.0	
Primary pulmonary hypertension	NOS3	1.0	
Hepatopulmonary Syndrome	AKT1	1.0	
Hepatopulmonary Syndrome	CAV1	1.0	
Hepatopulmonary Syndrome	NOS2	1.0	
Hepatopulmonary Syndrome	NOS3	1.0	
Meningioma	AKT1	1.0	
Meningioma	CALM3	1.0	
Meningioma	CAV1	1.0	
Meningioma	NOS1	1.0	
Meningioma	NOS2	1.0	
Meningioma	NOS3	1.0	
Invasive Lobular Breast Carcinoma	AKT1	1.0	
Invasive Lobular Breast Carcinoma	NOS1	1.0	
Invasive Lobular Breast Carcinoma	NOS2	1.0	
Anaplastic large cell lymphoma, ALK negative	AKT1	1.0	
Anaplastic large cell lymphoma, ALK negative	CALM3	1.0	
Anaplastic large cell lymphoma, ALK negative	HSP90AA1	1.0	
Anaplastic large cell lymphoma, ALK negative	NOS1	1.0	
Anaplastic large cell lymphoma, ALK negative	NOS2	1.0	
Anemia, Sickle Cell	AKT1	1.0	
Anemia, Sickle Cell	CALM3	1.0	
Anemia, Sickle Cell	HSP90AA1	1.0	
Anemia, Sickle Cell	NOS1	1.0	
Anemia, Sickle Cell	NOS3	1.0	
Impotence	AKT1	1.0	
Impotence	NOS1	1.0	
Impotence	NOS2	1.0	
Impotence	NOS3	1.0	
Depressive Disorder	AKT1	1.0	
Depressive Disorder	CALM3	1.0	
Depressive Disorder	HSP90AA1	1.0	
Depressive Disorder	NOS1	1.0	
Depressive Disorder	NOS2	1.0	
Depressive Disorder	NOS3	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	AKT1	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	CALM3	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	HSP90AA1	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	NOS1	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	NOS2	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	NOS3	1.0	
Pulmonary arterial hypertension	AKT1	1.0	
Pulmonary arterial hypertension	CAV1	1.0	
Pulmonary arterial hypertension	HSP90AA1	1.0	
Pulmonary arterial hypertension	NOS2	1.0	
Pulmonary arterial hypertension	NOS3	1.0	
Insulin Resistance	AKT1	1.0	
Insulin Resistance	CAV1	1.0	
Insulin Resistance	HSP90AA1	1.0	
Insulin Resistance	NOS2	1.0	
Insulin Resistance	NOS3	1.0	
Hypoxia	AKT1	1.0	
Hypoxia	CAV1	1.0	
Hypoxia	NOS1	1.0	
Hypoxia	NOS2	1.0	
Hypoxia	NOS3	1.0	
Hypothyroidism	AKT1	1.0	
Hypothyroidism	CALM3	1.0	
Hypothyroidism	CAV1	1.0	
Hypothyroidism	NOS2	1.0	
Hypothyroidism	NOS3	1.0	
Henoch-Schoenlein Purpura	HSP90AA1	1.0	
Henoch-Schoenlein Purpura	NOS2	1.0	
Henoch-Schoenlein Purpura	NOS3	1.0	
Tardive Dyskinesia	AKT1	1.0	
Tardive Dyskinesia	NOS1	1.0	
Tardive Dyskinesia	NOS3	1.0	
Occupational Diseases	NOS1	1.0	
Occupational Diseases	NOS2	1.0	
Occupational Diseases	NOS3	1.0	
Retinopathy of Prematurity	NOS1	1.0	
Retinopathy of Prematurity	NOS2	1.0	
Retinopathy of Prematurity	NOS3	1.0	
Malignant neoplasm of kidney	AKT1	1.0	
Malignant neoplasm of kidney	CALM3	1.0	
Malignant neoplasm of kidney	CAV1	1.0	
Malignant neoplasm of kidney	HSP90AA1	1.0	
