node1	node2	edge_score	
DB00125	SLC22A4	1.0	
DB00125	NOS3	1.0	
DB00125	SLC22A5	1.0	
DB00125	ASS1	1.0	
DB00125	SLC7A1	1.0	
DB00125	AZIN2	1.0	
DB00125	SLC16A10	1.0	
DB00125	NOS2	1.0	
DB00125	ASL	1.0	
SLC22A4		1
NOS3	AKT1	0.8562741409491146
AKT1	rs2494752	0.8477113995396234
NOS3	ZDHHC21	0.7872074365980737
NOS3	HSP90AA1	0.8587066675020134
NOS3	rs2070744	0.99
AKT1	rs2494732	0.8477113995396234
NOS3	NOSTRIN	0.8444291205724859
AKT1	rs1130214	0.8477113995396234
NOS3	CALM3	0.862046813051915
AKT1	rs3803300	0.8477113995396234
NOS3		1
NOS3	CAV1	0.8575154940321221
NOS3	rs1799983	0.99
SLC22A5	rs2631372	0.99
SLC22A5	rs2631367	0.99
SLC22A5		1
ASS1		1
SLC7A1		1
AZIN2		1
SLC16A10		1
NOS2		1
ASL		1
Endothelial dysfunction	AKT1	1.0	
Endothelial dysfunction	CAV1	1.0	
Endothelial dysfunction	HSP90AA1	1.0	
Endothelial dysfunction	NOS2	1.0	
Endothelial dysfunction	NOS3	1.0	
Endothelial dysfunction	SLC7A1	1.0	
Hypoxia	AKT1	1.0	
Hypoxia	ASL	1.0	
Hypoxia	ASS1	1.0	
Hypoxia	CAV1	1.0	
Hypoxia	NOS2	1.0	
Hypoxia	NOS3	1.0	
Diabetic Angiopathies	AKT1	1.0	
Diabetic Angiopathies	ASS1	1.0	
Diabetic Angiopathies	NOS2	1.0	
Diabetic Angiopathies	NOS3	1.0	
Endotoxemia	ASL	1.0	
Endotoxemia	ASS1	1.0	
Endotoxemia	NOS2	1.0	
Endotoxemia	NOS3	1.0	
Hepatopulmonary Syndrome	AKT1	1.0	
Hepatopulmonary Syndrome	CAV1	1.0	
Hepatopulmonary Syndrome	NOS2	1.0	
Hepatopulmonary Syndrome	NOS3	1.0	
Alkalosis	ASL	1.0	
Alkalosis	ASS1	1.0	
Alkalosis	NOS3	1.0	
Hyperammonemia	ASL	1.0	
Hyperammonemia	ASS1	1.0	
Hyperammonemia	SLC22A5	1.0	
Primary pulmonary hypertension	AKT1	1.0	
Primary pulmonary hypertension	CAV1	1.0	
Primary pulmonary hypertension	HSP90AA1	1.0	
Primary pulmonary hypertension	NOS2	1.0	
Primary pulmonary hypertension	NOS3	1.0	
Hypertension	AKT1	1.0	
Hypertension	AZIN2	1.0	
Hypertension	CALM3	1.0	
Hypertension	CAV1	1.0	
Hypertension	HSP90AA1	1.0	
Hypertension	NOS2	1.0	
Hypertension	NOS3	1.0	
Hypertension	SLC22A4	1.0	
Hypertension	SLC22A5	1.0	
Hypertension	SLC7A1	1.0	
Hyperoxia	ASL	1.0	
Hyperoxia	ASS1	1.0	
Hyperoxia	NOS3	1.0	
